fips,medloan,jobsretained,zpop,n_loan,n_dentists,rural,med_cap,jobs_cap,loan_cap,dent_ca
18169,231600,31,28097,4,26,0,8.2428732,110.33206,14.236395,92.536568
18171,45400,5,3883,1,1,0,11.691991,128.76642,25.753284,25.753284
18173,1353005.648,129,41392,16,52,0,32.687611,311.65442,38.654812,125.62814
18175,153320,22,14808,2,5,0,10.353863,148.56834,13.506213,33.765533
18177,1031319,92,59192,17,120,0,17.423283,155.42641,28.720097,202.7301
18179,319005,6,20592,4,18,0,15.491695,29.137529,19.42502,87.41259
18181,384731.7734,22,21974,5,21,0,17.508499,100.11832,22.754164,95.56749
18183,657802,61,27644,5,28,0,23.795471,220.6627,18.087107,101.2878
19001,55900,5,2968,1,4,0,18.834232,168.46361,33.692722,134.77089
19003,102840,7,3100,2,3,1,33.174194,225.80646,64.516129,96.774193
19005,250000,30,6169,1,4,0,40.525208,486.30249,16.210083,64.840332
19007,68900.80078,7,8292,2,3,0,8.30931,84.418716,24.119633,36.179451
19009,87500,9,3766,1,2,0,23.234201,238.98035,26.553371,53.106743
19011,266285.5,13,12015,4,18,0,22.162754,108.19808,33.291718,149.81273
19013,6303594.852,469,99802,30,470,0,63.161007,469.93045,30.059517,470.93243
19015,329161,4,19470,3,24,0,16.906061,20.544428,15.40832,123.26656
19017,505170,46,15121,6,30,0,33.408504,304.21268,39.679916,198.39958
19019,317585,24,12445,3,16,0,25.519083,192.84853,24.106066,128.56569
19021,300361,32,12230,4,12,0,24.559362,261.65167,32.706459,98.119377
19023,133040,13,4652,2,8,0,28.598452,279.44971,42.99226,171.96904
19025,73647,5,2708,1,6,1,27.196085,184.63811,36.927624,221.56573
19027,626520.6172,63,14669,8,24,0,42.710522,429.47714,54.536777,163.61034
19029,251160,29,8698,4,12,0,28.875603,333.40997,45.987583,137.96275
19031,198850.3887,18,9670,5,30,0,20.563639,186.14272,51.706306,310.23785
19033,3501999,207,41281,20,68,0,84.833191,501.44135,48.448441,164.72469
19035,112600,12,8280,2,8,0,13.599033,144.92754,24.154589,96.618355
19037,354000,22,5787,4,5,0,61.171593,380.16245,69.120445,86.400551
19039,66332,5,6625,1,4,0,10.012378,75.471695,15.094339,60.377357
19041,824700,66,12885,5,15,0,64.004654,512.22351,38.804813,116.41444
19043,73807.07031,7,5622,2,16,0,13.128259,124.51085,35.574528,284.59622
19045,990417.9199,83,41428,10,87,0,23.906969,200.3476,24.138264,210.0029
19047,395100,36,8884,5,7,0,44.473209,405.22287,56.280956,78.793335
19049,1118074,92,21083,11,66,0,53.032017,436.37054,52.17474,313.04843
19055,250000,23,8176,1,9,0,30.577299,281.31116,12.23092,110.07828
19057,581033.6289,60,35556,7,54,0,16.341366,168.74789,19.687254,151.87311
19059,351500,33,12072,4,26,0,29.116964,273.35983,33.134525,215.37442
19061,4678000,350,84363,31,584,0,55.450848,414.87381,36.745968,692.24658
19063,146465,13,8132,2,5,0,18.010944,159.86227,24.594196,61.485489
19065,610825,42,7564,3,8,0,80.754234,555.26178,39.661556,105.76414
19067,394600,17,10558,4,7,0,37.374504,161.01535,37.885963,66.300438
19069,106000,8,5662,1,4,0,18.7213,141.29283,17.661604,70.646416
19073,66320,7,5724,1,3,0,11.586304,122.29211,17.470301,52.4109
19075,94300,8,2625,1,3,0,35.923809,304.7619,38.095238,114.28571
19077,85461,13,7812,3,12,0,10.939708,166.41064,38.402458,153.60983
19079,204059,23,11050,5,12,0,18.466877,208.14479,45.248867,108.59728
19081,288400,26,4063,2,6,0,70.982033,639.92126,49.224712,147.67413
19083,457492.75,67,10808,8,26,0,42.329086,619.91119,74.019241,240.56255
19085,119957,1,5518,2,7,0,21.739218,18.122509,36.245018,126.85756
19087,583494.5,63,15496,6,24,0,37.654522,406.55652,38.719669,154.87868
19089,142700,14,6107,2,2,0,23.366629,229.24513,32.749306,32.749306
19091,118500,14,5851,1,4,0,20.252949,239.27534,17.091095,68.36438
19093,87600,8,5365,2,6,0,16.328053,149.11464,37.27866,111.83598
19095,329387,33,9891,6,18,0,33.301689,333.63663,60.661205,181.98363
19097,423177,40,13279,7,20,0,31.868137,301.22751,52.714813,150.61375
19099,366053.1016,20,20766,3,17,0,17.627522,96.311279,14.446692,81.864586
19101,175793.5,15,12434,4,11,0,14.138129,120.63696,32.169857,88.46711
19103,4826447.57,351,97792,42,2408,0,49.354218,358.92508,42.948299,2462.3691
19105,254435,21,8087,2,9,0,31.462223,259.67603,24.73105,111.28973
19109,367259.5,14,7520,4,9,0,48.8377,186.17021,53.19149,119.68085
19111,362900,38,13823,5,16,0,26.253345,274.90414,36.171597,115.74911
19113,9734119.863,705,172307,64,1630,0,56.492886,409.15344,37.143005,945.98596
19115,124700,14,3950,2,8,0,31.56962,354.43039,50.632912,202.53165
19117,95977,4,6859,2,4,0,13.992856,58.317539,29.15877,58.317539
19119,56400,1,5617,2,10,0,10.040947,17.803099,35.606197,178.03098
19121,303441.5,33,9778,5,10,0,31.033085,337.49234,51.135201,102.2704
19123,599700,48,14910,3,10,0,40.221329,321.93158,20.120724,67.069084
19125,1032309.297,89,27067,8,60,0,38.139038,328.81369,29.556286,221.67215
19127,569998.1563,59,30316,7,22,0,18.801891,194.6167,23.090117,72.568939
19129,115946.75,10,8475,2,6,0,13.681032,117.9941,23.59882,70.796463
19131,55200,5,5554,1,5,0,9.9387827,90.025208,18.005041,90.025208
19135,101900,10,5895,2,3,0,17.285835,169.63528,33.927055,50.890587
19137,175200,15,7643,2,5,0,22.922935,196.25801,26.167736,65.419334
19139,1236482.801,90,38539,12,63,0,32.083935,233.52968,31.137289,163.47076
19141,419200,35,9430,4,27,0,44.453869,371.15588,42.417816,286.32025
19145,392005.5234,27,13482,3,32,0,29.076214,200.26703,22.251892,237.35352
19147,55167.94922,5,4717,1,2,0,11.695559,105.99957,21.199915,42.39983
19149,166142,22,13973,3,24,0,11.890217,157.4465,21.469978,171.75983
19151,41700,5,2501,1,5,1,16.67333,199.92003,39.984005,199.92003
19153,16816909.8,1096,374302,132,7568,0,44.928719,292.81168,35.26564,2021.8967
19155,1645549,161,72281,19,216,0,22.765997,222.74181,26.286299,298.83371
19157,842600,48,14243,3,22,0,59.158886,337.00766,21.062979,154.46184
19163,5434101.443,476,138000,56,1179,0,39.377548,344.92755,40.579712,854.34784
19165,251650,26,6938,6,8,0,36.271259,374.74777,86.480255,115.30701
19167,941510,96,21240,11,72,0,44.327213,451.97739,51.789078,338.98306
19169,3403576.359,221,69662,28,235,0,48.858437,317.24612,40.19408,337.34317
19171,57600,6,1943,1,5,0,29.644878,308.80081,51.466805,257.33401
19175,223402.5,22,9115,3,5,0,24.509325,241.3604,32.912781,54.854633
19177,121200,14,2080,1,1,1,58.26923,673.0769,48.076923,48.076923
19179,677578,50,30595,9,22,0,22.14669,163.4254,29.416571,71.907173
19181,656923.8516,45,31573,6,54,0,20.806507,142.52684,19.003578,171.03221
19183,266355,27,17454,5,24,0,15.260399,154.69234,28.646729,137.5043
19185,95790,11,2605,1,2,1,36.771591,422.26486,38.387714,76.775429
19187,1337988,69,30357,11,26,0,44.075108,227.29518,36.235466,85.647461
19189,381400,59,10916,7,21,0,34.939537,540.49103,64.126053,192.37816
19191,554347.9219,87,13759,5,13,0,40.289841,632.31342,36.339851,94.483612
19193,2665134.078,196,61166,20,360,0,43.572147,320.43945,32.697903,588.56226
19195,52200,7,3064,1,2,1,17.036554,228.45953,32.637077,65.274155
19197,208100,15,8207,3,8,0,25.356403,182.77081,36.554161,97.47776
20001,131000,14,11410,3,14,0,11.481157,122.69939,26.292727,122.69939
20003,94660,11,5062,2,2,0,18.700119,217.30542,39.510075,39.510075
20005,423520,26,13305,4,10,0,31.831642,195.41525,30.063887,75.159714
20009,513003,53,22938,7,26,0,22.364765,231.05763,30.517046,113.34903
20011,122500,14,12380,2,4,0,9.8949919,113.08562,16.155088,32.310177
20013,200900,21,7956,3,8,0,25.251383,263.95172,37.70739,100.55304
20015,1827155.119,163,45514,14,72,0,40.144901,358.13156,30.759766,158.19308
20019,47500,6,2224,1,1,1,21.357914,269.78418,44.964027,44.964027
20021,283220,22,12057,2,10,0,23.490089,182.46661,16.587873,82.939369
20023,44275,5,2346,2,2,1,18.872549,213.12872,85.251495,85.251495
20027,184956.25,19,6236,3,4,0,29.659437,304.6825,48.107761,64.143684
20029,100494.4492,9,7026,2,3,0,14.303224,128.09564,28.465698,42.698547
20031,175234.6914,30,4846,3,8,0,36.160686,619.06726,61.906727,165.08461
20035,837299,78,31423,10,28,0,26.646055,248.22581,31.823824,89.106705
20037,735715,78,31202,8,63,0,23.579098,249.98398,25.639381,201.91014
20041,86100,5,9918,2,6,0,8.6811857,50.413391,20.165356,60.496067
20045,4403041.5,318,98498,40,426,0,44.701836,322.84918,40.609962,432.49609
20047,45070,4,2057,1,1,1,21.910549,194.45795,48.614487,48.614487
20051,1295243,106,23052,13,29,0,56.187881,459.82996,56.394238,125.80254
20053,58500,7,3559,1,2,0,16.437201,196.68446,28.09778,56.19556
20055,1542199.852,124,37566,12,23,0,41.053078,330.08572,31.943779,61.225574
20057,965800,86,29210,8,18,0,33.064018,294.41971,27.38788,61.62273
20059,258975.8301,26,19142,4,14,0,13.529194,135.82698,20.896458,73.137604
20061,198719.2695,17,21931,3,46,0,9.0611134,77.515846,13.679267,209.74876
20063,63300,9,1546,1,1,1,40.944374,582.14746,64.683052,64.683052
20065,88800,9,1940,1,0,1,45.773197,463.91751,51.546391,0
20067,205553.4219,23,7902,2,3,0,26.012835,291.06555,25.310047,37.965073
20073,45000,12,4078,1,2,0,11.034821,294.2619,24.521824,49.043648
20075,47372,4,2390,1,1,1,19.820921,167.36401,41.841003,41.841003
20077,50942.5,6,2912,1,4,0,17.49399,206.04396,34.34066,137.36264
20079,1216300.09,93,30596,7,80,0,39.753567,303.9613,22.878807,261.47208
20085,202693,18,6124,3,12,0,33.098137,293.92554,48.987591,195.95036
20087,72600,9,7618,3,9,0,9.5300608,118.14124,39.380413,118.14124
20091,28553033.92,2076,443980,300,13916,0,64.311531,467.58862,67.57061,3134.3755
20093,62072.55078,5,3170,1,1,1,19.581245,157.72871,31.545742,31.545742
20095,111000,12,4769,2,2,0,23.27532,251.62508,41.937511,41.937511
20099,250395,30,14031,5,8,0,17.84584,213.81227,35.63538,57.016605
20103,1204539,84,50244,12,108,0,23.973787,167.18414,23.88345,214.95103
20105,8428.969727,1,2046,1,0,1,4.1197309,48.875854,48.875854,0
20107,24137,4,3072,1,4,0,7.8570962,130.20833,32.552082,130.20833
20109,36400,5,2756,1,2,1,13.207547,181.42235,36.28447,72.568939
20111,476252,44,30359,7,20,0,15.687342,144.93231,23.057413,65.878326
20113,1293715,77,23304,7,42,0,55.514717,330.41537,30.037762,180.22658
20117,160700,20,4582,3,6,0,35.072021,436.4906,65.473595,130.94719
20119,53600,4,2246,1,1,1,23.864649,178.09439,44.523598,44.523598
20121,514462.9531,14,25576,7,32,0,20.115067,54.738819,27.36941,125.11729
20123,306900,19,5092,2,3,0,60.271015,373.13434,39.277298,58.915947
20125,454658.3672,47,31006,7,54,0,14.663561,151.58356,22.576275,174.15984
20127,37745,3,3985,1,1,1,9.4717693,75.28231,25.094103,25.094103
20131,347100,48,7075,8,18,0,49.06007,678.44525,113.0742,254.41696
20133,213040,20,14069,3,12,0,15.142512,142.15651,21.323477,85.293907
20137,94300,11,4453,3,3,0,21.176735,247.02448,67.370316,67.370316
20139,180210.0469,21,6458,2,4,0,27.904932,325.17807,30.969341,61.938683
20143,250000,11,2943,1,4,1,84.947334,373.76825,33.978931,135.91573
20145,66000,7,5982,1,2,0,11.033099,117.01772,16.716818,33.433636
20147,38540,5,3548,1,2,0,10.862457,140.92447,28.184893,56.369785
20149,397730.7188,18,9578,4,12,0,41.525444,187.93068,41.762371,125.28712
20151,396443.3906,32,8031,3,7,0,49.36414,398.45599,37.355247,87.162247
20153,250000,14,1835,1,2,1,136.23978,762.94275,54.495914,108.99183
20155,1629897.367,140,50934,18,66,0,32.000183,274.86551,35.339851,129.57945
20157,18865,4,2848,1,1,1,6.6239467,140.44943,35.112358,35.112358
20159,36722.5,8,3409,1,3,0,10.772221,234.67293,29.334116,88.00235
20161,2422474.383,223,50605,23,92,0,47.870258,440.66791,45.450054,181.80022
20163,113007.5,13,4790,2,4,1,23.592381,271.39874,41.753654,83.507309
20165,40512.5,4,1516,1,1,1,26.723286,263.85223,65.963058,65.963058
20167,65200,0,5351,1,3,0,12.184638,0,18.688095,56.064285
20169,1883140.07,148,49410,19,41,0,38.11253,299.53452,38.453754,82.979156
20171,47500,5,5191,1,2,0,9.1504526,96.320557,19.264111,38.528221
20173,22919131.56,1201,380183,151,8398,0,60.284473,315.90051,39.717716,2208.9363
20175,296200,26,21611,4,7,0,13.705983,120.3091,18.509092,32.390911
20177,5234005.621,432,115350,45,1140,0,45.374996,374.51236,39.011703,988.29651
20179,25600,7,1888,1,1,1,13.559322,370.76273,52.966103,52.966103
20181,119132,18,6102,3,4,0,19.523436,294.98526,49.164207,65.552277
20183,15302.5,3,2430,1,2,1,6.2973251,123.45679,41.152264,82.304527
20189,27600,6,4622,1,2,0,5.9714408,129.81393,21.635656,43.271313
20191,339910.168,34,11862,4,14,0,28.655384,286.62958,33.721127,118.02394
20193,72100,9,6663,1,4,0,10.820951,135.0743,15.008255,60.03302
20201,15100,2,1787,1,1,1,8.4499159,111.91942,55.959709,55.959709
20203,65240,8,2149,1,1,1,30.358307,372.26617,46.533272,46.533272
20205,89107.05078,9,8208,2,6,0,10.856122,109.64912,24.366472,73.099419
20207,71697,8,2487,1,1,1,28.828709,321.6727,40.209087,40.209087
20209,3123521.391,249,130361,33,560,0,23.96055,191.00804,25.31432,429.57632
21001,189421.7734,15,14395,3,3,0,13.158859,104.20285,20.84057,20.84057
21003,104800,12,14502,3,6,0,7.2265892,82.747208,20.686802,41.373604
21005,167355,16,18730,4,10,0,8.9351311,85.424454,21.356113,53.390282
21007,61000,6,1909,1,2,1,31.953903,314.30069,52.383446,104.76689
21009,616609.3711,57,32903,6,30,0,18.740217,173.23648,18.235418,91.177094
21011,27448.26953,3,6026,1,1,0,4.5549736,49.784267,16.594755,16.594755
21013,279394.0488,33,25278,6,30,0,11.052855,130.54831,23.736055,118.68027
21015,3705714,252,83294,33,440,0,44.489567,302.54279,39.618698,528.24933
21017,486739,40,17558,6,14,0,27.721779,227.81638,34.172459,79.735733
21019,1783663.99,133,50856,17,96,0,35.072834,261.52274,33.427719,188.76828
21021,650522.75,70,23172,11,24,0,28.073656,302.08871,47.471085,103.57328
21023,20800,5,4322,1,2,0,4.8125868,115.68718,23.137436,46.274872
21025,14200,1,12538,1,2,0,1.132557,7.9757538,7.9757538,15.951508
21027,120379.6016,25,8974,4,6,0,13.414264,278.58258,44.573212,66.859818
21029,734452,66,40621,10,54,0,18.080599,162.47754,24.617809,132.93617
21033,91619,11,11214,2,4,0,8.1700554,98.091675,17.834848,35.669697
21035,651560.6484,89,26922,9,16,0,24.201792,330.58466,33.429909,59.43095
21037,2420756.422,146,76627,23,215,0,31.591429,190.53336,30.01553,280.57996
21039,32578,3,2391,1,1,1,13.625261,125.47051,41.823505,41.823505
21041,22826.09961,7,7102,1,4,0,3.2140381,98.563782,14.080541,56.322163
21043,102360,12,26691,3,16,0,3.8350005,44.958977,11.239744,59.945301
21045,40038.12109,5,9681,1,2,1,4.1357422,51.647556,10.329512,20.659023
21047,701022,83,43866,11,232,0,15.980988,189.2126,25.076368,528.88342
21049,550200,64,32884,10,19,0,16.731541,194.62352,30.409925,57.778858
21051,82718.50781,13,20662,3,3,0,4.0034122,62.917435,14.519407,14.519407
21053,104313,6,9360,1,2,1,11.144551,64.102562,10.683761,21.367521
21057,38027.07031,4,6722,1,3,1,5.6571064,59.5061,14.876525,44.629574
21059,2188789.149,267,76203,35,122,0,28.723137,350.37991,45.929951,160.09868
21065,80021.66992,13,13936,3,7,0,5.7420831,93.283585,21.526981,50.229622
21067,13160956.79,1279,220150,129,4590,0,59.781769,580.96753,58.596413,2084.9421
21069,150942.6016,19,6934,3,4,0,21.768475,274.01212,43.265072,57.68676
21071,549733.3516,65,19860,12,144,0,27.680431,327.29105,60.422962,725.0755
21073,659000.6399,79,48432,10,40,0,13.60672,163.1153,20.647507,82.590027
21077,6860,2,4200,1,1,0,1.6333333,47.619049,23.809525,23.809525
21081,381893,36,15321,4,14,0,24.926115,234.9716,26.107956,91.377846
21083,415420,55,23031,4,16,0,18.037428,238.80856,17.367895,69.471581
21085,150915,13,14691,3,9,0,10.272615,88.489548,20.420666,61.261997
21087,173050,28,9323,3,4,0,18.561623,300.33252,32.178482,42.904644
21089,200821.75,22,23958,4,36,0,8.3822422,91.827362,16.695885,150.26295
21091,21937.5,5,4469,1,6,0,4.9088163,111.88185,22.376371,134.25822
21093,2220432.875,217,72249,29,303,0,30.733061,300.35019,40.138966,419.38297
21095,67145,9,5607,2,8,0,11.975209,160.51364,35.669697,142.67879
21097,213617,26,14793,3,6,0,14.440411,175.7588,20.279861,40.559723
21099,242332,29,10531,4,10,0,23.011299,275.37747,37.983097,94.957741
21101,760720.3184,72,37415,10,22,0,20.331961,192.43619,26.727249,58.799946
21103,30112.31055,9,3802,1,5,0,7.9201236,236.71751,26.301947,131.50974
21107,720667.8613,103,28243,11,46,0,25.516689,364.69214,38.947704,162.87222
21111,16852954.68,1554,675189,238,25728,0,24.960352,230.15778,35.24939,3810.4885
21113,633628.3691,53,31134,10,16,0,20.351654,170.2319,32.119228,51.390762
21115,67350.44922,13,8507,4,10,0,7.9170623,152.81532,47.0201,117.55025
21117,3059210,235,132558,35,445,0,23.078276,177.28088,26.403536,335.70212
21119,37048.56055,5,2439,2,6,1,15.190062,205.00204,82.000816,246.00246
21121,311977.873,49,10450,7,9,0,29.854342,468.89954,66.985649,86.124405
21123,53820,0,8355,1,3,0,6.4416518,0,11.968881,35.906643
21125,818610.25,81,36324,14,48,0,22.536346,222.99306,38.542011,132.14404
21127,72259.37109,4,11283,2,3,0,6.4042692,35.451565,17.725782,26.588673
21133,57000,9,8369,1,8,1,6.8108497,107.53973,11.948859,95.590874
21135,69800,15,8206,1,4,0,8.505971,182.79308,12.186205,48.74482
21137,64317,8,11325,1,2,0,5.6792054,70.640175,8.8300219,17.660044
21139,10995,7,2321,1,1,1,4.7371821,301.59415,43.084877,43.084877
21141,165842,15,19652,2,16,0,8.4389372,76.32811,10.177081,81.416649
21145,2479400.973,270,57988,36,124,0,42.757137,465.61359,62.08181,213.83734
21149,46756.55078,10,2155,1,1,0,21.696775,464.03711,46.403713,46.403713
21151,1098284.5,143,68743,19,86,0,15.976674,208.02118,27.639177,125.10365
21153,50135.07031,8,12675,2,4,1,3.9554296,63.116371,15.779093,31.558186
21155,294243.3203,35,11779,4,6,0,24.980331,297.13898,33.95874,50.93811
21157,325030.5508,36,24826,5,16,0,13.092344,145.00926,20.140175,64.448563
21159,40692,10,5243,2,1,0,7.7612052,190.7305,38.146099,19.07305
21161,355973.5,44,13861,6,12,0,25.681662,317.43741,43.286919,86.573837
21163,40400,6,9684,1,7,0,4.1718297,61.95787,10.326311,72.28418
21167,78607,14,18971,2,5,0,4.1435347,73.796844,10.542407,26.356016
21169,98364,5,7151,2,2,1,13.755279,69.920288,27.968117,27.968117
21171,181647,23,8710,4,7,1,20.854994,264.0643,45.924225,80.367393
21173,235100,32,17665,4,16,0,13.308803,181.14917,22.643646,90.574585
21175,45183.60156,0,10838,1,4,0,4.1689982,0,9.2267942,36.907177
21177,289180.9219,18,21851,6,22,0,13.23422,82.376091,27.458698,100.68189
21179,918217.5234,76,23611,12,26,0,38.889397,321.88388,50.823769,110.11816
21181,32765,2,6827,1,1,0,4.7993264,29.295444,14.647722,14.647722
21183,116399.0908,17,13823,6,10,0,8.420682,122.98344,43.405918,72.343193
21185,1017809,103,33647,15,78,0,30.24962,306.11942,44.580498,231.81859
21187,34039.10156,4,6869,1,6,0,4.9554667,58.232639,14.55816,87.348961
21189,11300,4,4715,1,1,1,2.3966067,84.835632,21.208908,21.208908
21191,55000,4,7101,2,2,0,7.745388,56.330093,28.165047,28.165047
21193,297361.2402,34,17184,6,19,0,17.304541,197.85847,34.916203,110.56797
21195,1048400,101,30683,18,135,0,34.168758,329.17252,58.664406,439.98306
21197,15250,4,7430,1,4,0,2.05249,53.8358,13.45895,53.8358
21199,1588936.082,188,41286,23,138,0,38.486076,455.36017,55.708958,334.25375
21203,37800,5,9391,1,2,0,4.0251303,53.242466,10.648493,21.296986
21205,234803.9219,38,20189,5,12,0,11.63029,188.22131,24.765963,59.438309
21207,19362.5,2,4742,1,6,1,4.0831928,42.176296,21.088148,126.52889
21209,633474.8203,72,28519,12,20,0,22.212378,252.46327,42.077213,70.128685
21211,507336.1992,94,25937,9,36,0,19.560328,362.41663,34.699463,138.79785
21213,264388,17,15940,4,10,0,16.586449,106.64994,25.094103,62.735256
21215,28600,0,9793,1,4,0,2.9204533,0,10.211375,40.845501
21217,451778.25,35,22902,7,8,0,19.726585,152.82507,30.565016,34.931446
21219,250000,28,6069,1,1,0,41.192947,461.36102,16.477179,16.477179
21221,89404,13,11873,2,2,0,7.530026,109.49213,16.844942,16.844942
21223,114900,7,3112,1,1,0,36.921593,224.93573,32.133675,32.133675
21225,83827,17,13257,2,12,0,6.3232255,128.23415,15.08637,90.518219
21227,4284125,404,91017,47,344,0,47.069504,443.87311,51.638706,377.95139
21229,227270.3984,25,7538,3,5,0,30.14996,331.65295,39.798355,66.330589
21231,154119,26,18553,3,6,0,8.3069582,140.13907,16.169891,32.339783
21233,54500,8,4510,1,3,0,12.084257,177.38359,22.172949,66.518845
21235,522536.4287,63,45305,12,48,0,11.533748,139.0575,26.487143,105.94857
21239,330846.7002,35,22964,10,28,0,14.407189,152.41248,43.546421,121.92998
22001,1441594.488,131,50413,17,104,0,28.59569,259.85361,33.721462,206.29599
22003,28400,0,11454,1,7,0,2.4794831,0,8.7305746,61.114021
22005,2837407.068,227,66359,36,156,0,42.758438,342.0787,54.250366,235.08492
22009,259367,29,24497,4,30,0,10.587705,118.38184,16.328529,122.46397
22011,688389.707,59,23524,9,9,0,29.263292,250.80768,38.258801,38.258801
22013,112200,7,4823,1,3,0,23.263529,145.13788,20.733982,62.20195
22015,2260976.77,235,85599,33,276,0,26.413589,274.53592,38.551853,322.43369
22017,9131232.537,821,187186,92,1890,0,48.781601,438.60117,49.148975,1009.6909
22019,4830162.762,379,147929,62,819,0,32.651897,256.20398,41.911999,553.64398
22021,90580,15,6729,2,2,0,13.461139,222.91574,29.722099,29.722099
22025,34860,5,8092,1,2,1,4.3079586,61.789421,12.357884,24.715769
22027,353667.3164,33,13826,5,10,0,25.579872,238.68074,36.16375,72.327499
22029,334513.5859,43,16701,4,14,0,20.029554,257.4696,23.950661,83.827316
22031,223027,20,15532,3,4,0,14.359194,128.76642,19.314962,25.753284
22033,15639910.88,1166,356245,177,5360,0,43.902119,327.30283,49.684906,1504.5825
22035,55600,6,8280,1,1,0,6.7149758,72.463768,12.077294,12.077294
22037,16377,2,6136,1,9,0,2.6690025,32.594524,16.297262,146.67535
22039,375765.5,40,27447,7,26,0,13.690585,145.73541,25.503698,94.72802
22041,93457,12,14529,2,4,0,6.4324455,82.593437,13.765573,27.531145
22045,1554187.719,168,71248,20,129,0,21.813774,235.7961,28.070963,181.05771
22047,337082.793,19,26320,6,36,0,12.807097,72.188446,22.796352,136.77812
22049,85126.5,11,8324,1,2,0,10.226634,132.14801,12.013455,24.026911
22051,12347409.67,1064,414729,188,4719,0,29.772236,256.55307,45.330807,1137.8514
22053,168437.0205,24,21498,4,14,0,7.8350091,111.63829,18.606382,65.122337
22055,8946003.851,766,181222,114,1449,0,49.364887,422.68597,62.906269,799.57178
22057,1781241.049,187,76674,26,220,0,23.231358,243.88971,33.909801,286.92908
22059,92150,9,7529,1,3,0,12.239341,119.53779,13.281977,39.845928
22061,947355.2734,108,31308,12,18,0,30.259207,344.95975,38.328861,57.493294
22063,3061397.867,247,76287,24,215,0,40.130009,323.77731,31.460144,281.83044
22067,190407.5,28,26401,6,10,0,7.212132,106.05659,22.726412,37.877354
22069,368120,33,27247,6,11,0,13.510478,121.11425,22.020773,40.371418
22071,5619789.456,525,442732,113,3906,0,12.693434,118.58189,25.523342,882.24933
22073,4897005.945,613,92134,71,388,0,53.150909,665.33527,77.061668,421.12576
22075,232969,17,16063,5,12,0,14.503455,105.83328,31.127436,74.705849
22077,106746.7734,12,7589,1,7,0,14.065987,158.1236,13.176967,92.23877
22079,2971327.494,245,81385,40,210,0,36.509521,301.03827,49.149105,258.03281
22083,317441.0508,141,21253,6,27,0,14.936294,663.43573,28.231308,127.04089
22085,108900,12,9325,2,3,0,11.678285,128.68633,21.447721,32.171581
22087,466836,33,32081,5,13,0,14.551791,102.86462,15.585549,40.522427
22089,806627.9199,54,33146,15,96,0,24.335604,162.91559,45.25433,289.62772
22091,58017,6,4830,1,1,0,12.011801,124.2236,20.703934,20.703934
22093,518800,16,11301,5,12,0,45.90744,141.5804,44.243874,106.1853
22095,609288.1104,50,37878,7,32,0,16.085541,132.00275,18.480385,84.481758
22097,1118882.51,109,70015,18,125,0,15.980612,155.68092,25.708776,178.53317
22099,362096.2695,39,42965,6,18,0,8.4277029,90.771561,13.964855,41.894566
22101,563758.7207,66,44845,12,60,0,12.571273,147.1736,26.758837,133.79417
22103,10294149.05,892,180628,127,2211,0,56.990883,493.83264,70.310249,1224.0627
22105,1602920.028,165,80703,29,295,0,19.861963,204.45337,35.934227,365.53784
22109,2383173,277,86613,36,280,0,27.515188,319.81342,41.564198,323.2771
22111,147764.6172,17,9395,2,2,0,15.728006,180.94731,21.28792,21.28792
22113,552554.541,58,49785,11,64,0,11.098816,116.50095,22.095009,128.55278
22115,135466,19,21819,1,27,0,6.2086253,87.08007,4.5831614,123.74536
22117,472397.9805,44,35783,5,24,0,13.201743,122.96342,13.973116,67.070953
22119,261168,35,26452,5,18,0,9.8732796,132.31514,18.902163,68.047783
22121,381205,37,20875,5,12,0,18.261318,177.24551,23.952095,57.485031
22123,75305.82031,8,8521,1,3,1,8.8376741,93.885696,11.735712,35.207134
22125,640761,37,8212,5,7,0,78.027397,450.56015,60.886509,85.241112
22127,129990,13,12360,3,5,0,10.516991,105.17799,24.271845,40.453075
23001,3529705.469,206,71231,20,290,0,49.55294,289.19992,28.077663,407.1261
23003,1276922.75,117,33977,12,152,0,37.581974,344.35059,35.318008,447.36145
23005,18582866.86,1139,246160,125,6153,0,75.491013,462.70718,50.77998,2499.5938
23007,292740.75,26,10568,4,20,0,27.700676,246.02574,37.850113,189.25056
23009,934276.8281,104,25165,16,162,0,37.126041,413.2724,63.580368,643.75122
23011,3862629.912,181,71190,31,693,0,54.258041,254.24919,43.545441,973.45135
23013,1813953.199,133,23365,16,135,0,77.63549,569.22748,68.478493,577.78729
23015,245900,28,7273,6,65,0,33.809982,384.98557,82.49691,893.71649
23017,839300.0703,78,30031,10,168,0,27.94779,259.7316,33.298923,559.42194
23019,6623640,531,90629,41,984,0,73.085213,585.90515,45.239384,1085.7452
23021,812554,38,5248,3,5,0,154.83118,724.08539,57.164635,95.274391
23023,777451.5,44,20676,8,44,0,37.601639,212.80711,38.692204,212.80711
23025,267200,28,16590,3,18,0,16.106089,168.77637,18.083183,108.49909
23027,466192,24,11738,5,28,0,39.716476,204.46413,42.596695,238.54149
23029,357487,22,12294,5,70,0,29.078169,178.94908,40.670246,569.38342
23031,3607580.293,224,128329,43,1288,0,28.111965,174.55135,33.507626,1003.6702
24001,1633001.539,156,64914,21,212,0,25.156384,240.31796,32.350494,326.58594
24003,23792313.88,1183,435250,163,7720,0,54.663559,271.79782,37.449741,1773.6932
